DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,Ldr Pos,Score,Top 20,Top 10,Top 5,Win%,Make Cut %,Tee Time,Eagles,Birdies,Bogeys,Pars,Dbl Bogeys,Birdie Streaks,Bogey Free Rounds
43703021,Lanto Griffin,G,Golf,GOLF,,6300,0,51.23,,51.23,8.131746031746031,0.5,0.37752345415858624,0,100,,,51.2322,29.5,37,75.5,83.5,96.5,115.5,52.4549,28,38.5,78.43,89,105.2,126.9,46.3333,25,34.1,70.4,79.3,94.2,111.9,,,,,,,,26.7,30.16,27.3,,,,0.0699,0.0291,0.0126,0.1%,0.4191,2026-07-30T07:00:00,0.3524,11.5196,7.0083,31.2596,0.8191,0.335,0.1269
43697499,Pontus Nyholm,G,Golf,GOLF,,6500,0,50.65,,50.65,7.792307692307692,0.57,0.4387301634498602,0,100,,,50.646,29,36.5,74.5,83.5,97,115.01,51.7803,27.6,38.2,77.3,89.1,105.9,127.1,45.6898,24.5,33.4,69.6,79.4,94.2,112.5,,,,,,,,26.71,30.16,27.42,,,,0.0737,0.0326,0.0128,0.1%,0.4057,2026-07-30T08:50:00,0.3589,11.3872,7.0585,30.8521,0.8186,0.3348,0.13
43714420,Ben Silverman,G,Golf,GOLF,,6700,0,50.25,,50.25,7.5,0.56,0.4369906305572505,0,100,,,50.2518,29,36.5,74,82.5,96.5,115,51.318,27.6,37.7,77.22,88.3,104.6,125.1,45.2672,24.5,33,69.1,79.1,93.8,111.4,,,,,,,,26.54,29.94,27.18,,,,0.0698,0.0276,0.0112,0.1%,0.4014,2026-07-30T12:43:00,0.3582,11.2882,7.0125,30.8308,0.8237,0.3271,0.1278
43697513,Kevin Streelman,G,Golf,GOLF,,6300,0,49.86,,49.86,7.914285714285714,0.59,0.46021264360843617,0,100,,,49.8632,29,36,74,82,95,112,50.9306,27.7,37.5,76.6,87.32,102.9,121.3,44.9316,24.5,33,68.72,78,91.5,109.7,,,,,,,,26.01,29.36,26.73,,,,0.0561,0.0211,0.0084,0.1%,0.3988,2026-07-30T08:17:00,0.3486,11.2473,7.0255,30.7835,0.8254,0.3165,0.1196
43697525,Ryan Ruffels,G,Golf,GOLF,,6100,0,49.8,,49.8,8.163934426229508,0.32,0.23073958954263077,0,100,,,49.7999,29.5,36.5,73.62,81.5,92.5,108,50.881,28.1,38.1,76.5,86.3,100.6,119.1,44.8465,25.1,33.4,68.4,77.3,89,105.8,,,,,,,,25.37,28.52,25.88,,,,0.035,0.0138,0.0062,0.1%,0.399,2026-07-30T09:01:00,0.3469,11.2627,7.0114,30.783,0.8261,0.322,0.1221
43697500,Hank Lebioda,G,Golf,GOLF,,6500,0,49.71,,49.71,7.647692307692307,0.47,0.3618360029158428,0,100,,,49.7099,29,36,73.5,81.5,94.5,111.5,50.7935,27.6,37.6,76.33,87.01,102.5,121.5,44.798,24.5,33,68.4,77.9,91.6,109.7,,,,,,,,25.92,29.29,26.67,,,,0.0587,0.0236,0.0078,0.1%,0.3958,2026-07-30T13:27:00,0.3481,11.1818,6.9828,30.7835,0.8181,0.3148,0.1259
43697523,Dylan Wu,G,Golf,GOLF,,6100,0,49.37,,49.37,8.09344262295082,0.47,0.3588045974332512,0,100,,,49.3709,29,35.5,73.5,81,93.5,112.5,50.3686,27.4,37.3,76.1,86.7,102.3,122.3,44.3741,24,32.6,67.9,77.4,91.3,108.6,,,,,,,,25.88,29.18,26.55,,,,0.0547,0.0212,0.0091,0.1%,0.3924,2026-07-30T13:27:00,0.3349,11.1436,6.9985,30.6881,0.8263,0.3097,0.1177
43697495,Luke Clanton,G,Golf,GOLF,,6500,0,49.14,,49.14,7.56,0.56,0.42586825914119675,0,100,,,49.1371,28.5,35,73,82,96.02,115.5,50.1637,26.8,36.6,75.2,87.6,104.8,127.8,44.2347,23.8,31.85,67.8,78.2,94.4,112.6,,,,,,,,26.54,30.05,27.38,,,,0.0759,0.0311,0.014,0.2%,0.3804,2026-07-30T13:49:00,0.3364,11.018,6.9195,30.479,0.8086,0.3078,0.131
43697507,Nick Dunlap,G,Golf,GOLF,,6400,0,48.83,,48.83,7.629687499999999,0.48,0.36691857857831084,0,100,,,48.8271,28.5,35.5,72,81.5,95.5,114,49.7311,26.7,36.7,74.8,86.7,104.3,125.2,43.8357,23.4,32.3,67,77.5,93.41,111.9,,,,,,,,26.2,29.65,27.04,,,,0.0663,0.0276,0.0114,0.2%,0.3792,2026-07-30T07:00:00,0.335,10.9729,6.9484,30.4357,0.8239,0.3013,0.1226
43697504,Aaron Wise,G,Golf,GOLF,,6400,0,48.73,,48.73,7.614062499999999,0.48,0.3638630993162454,0,100,,,48.7326,28.5,35,72.5,81,95,113.01,49.5789,26.7,36.5,74.5,86.3,103.41,124.3,43.6535,23.87,31.9,67,77.2,92.4,111.4,,,,,,,,26.09,29.44,26.75,,,,0.0625,0.0256,0.0099,0.0%,0.3793,2026-07-30T08:17:00,0.3363,10.977,7.0046,30.3746,0.8274,0.3101,0.1138
43697508,Stefano Mazzoli,G,Golf,GOLF,,6400,0,48.62,,48.62,7.596875,0.52,0.39948829379133516,0,100,,,48.6204,28.5,35.5,72.5,80.5,93,111.5,49.4498,26.9,36.8,74.72,85.5,101.41,122.1,43.5489,23.9,32.35,66.6,76.2,90.2,108.9,,,,,,,,25.62,28.91,26.31,,,,0.0497,0.019,0.0084,0.1%,0.381,2026-07-30T08:06:00,0.339,10.9381,6.9833,30.485,0.8407,0.3111,0.121
43697510,John VanDerLaan,G,Golf,GOLF,,6300,0,48.57,,48.57,7.70952380952381,0.48,0.36937722409204693,0,100,,,48.568,28.5,35,72.5,80.5,94.5,113.01,49.4304,26.6,36.5,75,85.51,103.2,124.9,43.5296,23.8,31.8,67.1,76.7,92.4,110.8,,,,,,,,25.99,29.36,26.73,,,,0.0598,0.0264,0.0104,0.1%,0.3783,2026-07-30T14:22:00,0.3307,10.9459,7.0007,30.3798,0.8218,0.3027,0.1188
43703020,Ryan Celano,G,Golf,GOLF,,6100,0,48.55,,48.55,7.9590163934426235,0.27,0.18950732384416352,0,100,,,48.5545,29,35.5,73,80.5,92,106.5,49.4412,27.4,36.9,74.8,85.6,99.6,115.3,43.5324,24.5,32.4,67.1,76.1,88.7,102.8,,,,,,,,25.03,28.17,25.53,,,,0.0314,0.0126,0.0059,0.1%,0.3812,2026-07-30T08:39:00,0.3321,10.9951,7.0069,30.4263,0.8249,0.3052,0.1132
43697521,Adam Svensson,G,Golf,GOLF,,6200,0,48.52,,48.52,7.8258064516129044,0.22,0.15500724395053556,0,100,,,48.5244,28.5,35.5,72.5,81,93,110,49.349,26.77,36.8,74.5,85.92,101.4,120.4,43.4479,23.5,32.3,66.7,76.8,90.1,107.7,,,,,,,,25.56,28.84,26.24,,,,0.0512,0.0194,0.0078,0.1%,0.3777,2026-07-30T08:28:00,0.3427,10.9517,7.0171,30.314,0.8382,0.3029,0.1107
43697526,William Jennings,G,Golf,GOLF,,6100,0,47.69,,47.69,7.8180327868852455,0.29,0.2087166028740225,0,100,,,47.688,28,34.5,71,80.5,94.5,113.5,48.3806,26.3,35.9,72.6,84.9,102.81,124.6,42.6464,23.3,31.2,65,75.8,92.1,110.9,,,,,,,,25.78,29.06,26.53,,,,0.0609,0.0252,0.0109,0.1%,0.3617,2026-07-30T14:11:00,0.3363,10.6997,6.9834,30.0525,0.8153,0.2933,0.1197
43697519,Brice Garnett,G,Golf,GOLF,,6200,0,47.46,,47.46,7.65483870967742,0.37,0.2745752289026997,0,100,,,47.4605,28.5,34.5,71,79.5,92.5,111.5,48.1014,26.3,35.9,72.3,84.51,100.8,121.3,42.3008,23.3,31.2,64.7,75.5,89.6,108.4,,,,,,,,25.32,28.56,26.04,,,,0.0484,0.0188,0.0095,0.1%,0.3597,2026-07-30T12:21:00,0.3328,10.697,6.9593,29.9739,0.8534,0.2899,0.1132
43697515,Brad Dalke,G,Golf,GOLF,,6300,0,47.22,,47.22,7.495238095238094,0.47,0.35677421480952964,0,100,,,47.2177,28,34.5,70.5,79,90.5,104.5,47.7897,26.4,36,72.1,83.3,98.2,114.2,42.0735,23.4,31.6,64.4,74.3,87.7,102,,,,,,,,24.54,27.58,25.08,,,,0.0287,0.0104,0.0045,0.0%,0.3639,2026-07-30T13:49:00,0.3213,10.6889,7.0182,30.0992,0.8392,0.2885,0.1076
43703023,Justin Lower,G,Golf,GOLF,,6200,0,46.54,,46.54,7.506451612903225,0.33,0.2356414172851965,0,100,,,46.541,28,34.5,69.5,79,92.5,108.5,47.0806,26.1,35.4,70.3,82.8,100.7,118.5,41.3904,22.9,31.1,62.9,74.3,89.8,107.8,,,,,,,,24.92,28.09,25.67,,,,0.049,0.0195,0.0075,0.1%,0.3465,2026-07-30T12:10:00,0.3191,10.4892,6.957,29.7375,0.8298,0.2842,0.1082
43697516,Jeffrey Kang,G,Golf,GOLF,,6200,0,46.17,,46.17,7.4467741935483875,0.27,0.18581441413984479,0,100,,,46.1712,27.5,34,69.5,78.5,91.5,108.51,46.676,25.6,35,70.3,82.6,99.8,119.5,41.0512,22.7,30.6,62.9,74.4,89.41,107.4,,,,,,,,24.85,28.08,25.65,,,,0.0471,0.018,0.0072,0.1%,0.3411,2026-07-30T14:22:00,0.3156,10.4181,6.9809,29.607,0.8276,0.2706,0.1066
43697512,Joe Highsmith,G,Golf,GOLF,,6300,0,45.45,,45.45,7.214285714285714,0.21,0.1443369001970069,0,100,,,45.454,27.5,33.5,67.5,77.5,91.5,110,45.8151,25.4,34.3,68.1,81.4,99.8,120.5,40.2426,22.2,30,60.6,73.1,89,108.3,,,,,,,,24.77,28.01,25.6,,,,0.0502,0.0197,0.008,0.1%,0.3293,2026-07-30T12:54:00,0.3115,10.2573,6.9903,29.3242,0.8376,0.2594,0.1035
43697518,Gordon Sargent,G,Golf,GOLF,,6200,0,45.24,,45.24,7.296774193548387,0.3,0.21956869002735296,0,100,,,45.2352,27.5,33.5,67.5,77.5,90.5,110,45.5749,25.2,34.3,67.9,81.3,98.3,120.4,40.0272,22.2,30,60.4,72.6,87.91,107,,,,,,,,24.53,27.7,25.24,,,,0.0436,0.017,0.0081,0.1%,0.3258,2026-07-30T08:39:00,0.3046,10.205,6.9632,29.2961,0.8245,0.2682,0.1013
43697527,Brian Campbell,G,Golf,GOLF,,6100,0,44.34,,44.34,7.268852459016394,0.21,0.14264366353334923,0,100,,,44.3442,27.5,33,66,76,89.5,105.01,44.5056,25,33.8,65.8,79.4,96.9,114.4,39.0478,22.1,29.9,58.52,71,86.5,103.1,,,,,,,,23.87,26.85,24.56,,,,0.0371,0.0129,0.0055,0.1%,0.3133,2026-07-30T13:05:00,0.3053,10.0175,6.9716,29.0088,0.8408,0.2512,0.0908
43697532,Peter Malnati,G,Golf,GOLF,,6000,0,44.16,,44.16,7.359999999999999,0.25,0.1757385091770464,0,100,,,44.1574,27,33,66,76,88.5,103.01,44.322,25.1,33.95,65.1,79.4,95.5,112.5,38.8577,22,29.8,58.2,70.9,85.1,101.9,,,,,,,,23.62,26.57,24.31,,,,0.0312,0.0107,0.0044,0.0%,0.312,2026-07-30T07:22:00,0.296,10.0003,6.9798,28.98,0.8356,0.2543,0.0943
43697511,Alejandro Tosti,G,Golf,GOLF,,6300,0,44.16,,44.16,7.0095238095238095,0.21,0.1476100396181961,0,100,,,44.1559,27,33,65.5,76.5,91,110.5,44.2806,24.6,33.3,64.52,79.9,98.8,120.3,38.8065,21.5,29.4,57.5,71.6,88.2,107,,,,,,,,24.43,27.63,25.26,,,,0.0478,0.0182,0.0082,0.0%,0.3071,2026-07-30T14:00:00,0.2934,9.9621,6.9645,28.8697,0.8274,0.2659,0.0946
43697489,Cameron Davis,G,Golf,GOLF,,6600,0,43.84,,43.84,6.6424242424242435,0.39,0.2908359917628684,0,100,,,43.8372,27,32.5,64.5,75.5,91.5,110.5,43.916,24.4,33,63.5,79.2,99.1,121.2,38.4946,21.4,28.8,56.8,71.4,89,107.9,,,,,,,,24.41,27.66,25.37,,,,0.0527,0.0211,0.0084,0.1%,0.3012,2026-07-30T13:16:00,0.2913,9.884,6.9344,28.7581,0.8363,0.2525,0.0936
43697524,Kensei Hirata,G,Golf,GOLF,,6100,0,43.78,,43.78,7.177049180327869,0.18,0.1221383875600256,0,100,,,43.785,27,33,65,75.5,89.5,105.51,43.8713,24.77,33.3,63.93,78.71,96.5,115.7,38.4875,22,29.3,57.5,70.2,86.4,103.8,,,,,,,,23.75,26.77,24.48,,,,0.0373,0.0134,0.0054,0.0%,0.305,2026-07-30T08:39:00,0.2831,9.9187,6.9543,28.8567,0.8377,0.2509,0.0922
43697520,Davis Riley,G,Golf,GOLF,,6200,0,43.67,,43.67,7.043548387096774,0.14,0.09266728177795738,0,100,,,43.6652,27,33,64.5,75,89.5,107.51,43.7463,24.6,33.4,63.5,78.6,96.7,117.7,38.3475,21.5,29.3,56.82,70.42,87.1,106.1,,,,,,,,23.96,27,24.82,,,,0.0427,0.017,0.006,0.1%,0.2991,2026-07-30T07:44:00,0.2949,9.8634,6.9509,28.6858,0.8329,0.249,0.0937
43697530,Adam Schenk,G,Golf,GOLF,,6000,0,43.51,,43.51,7.251666666666667,0.28,0.2005252273888557,0,100,,,43.509,27,32.5,64,75.5,90,110,43.5083,24.4,32.8,62.2,78.4,97.8,119.2,38.0816,21.4,28.8,55.7,70.2,87.2,106.4,,,,,,,,24.11,27.27,24.94,,,,0.0426,0.0171,0.0085,0.1%,0.2975,2026-07-30T08:06:00,0.2944,9.8276,6.9712,28.6295,0.853,0.2533,0.093
43697535,Joe Hooks,G,Golf,GOLF,,6000,0,42.86,,42.86,7.1433333333333335,0.13,0.08264274037598708,0,100,,,42.8564,27,32.5,63,74,86.5,99.5,42.7744,24.7,33,61.6,76.8,92.8,109,37.404,21.6,28.9,54.6,68.8,82.9,96.8,,,,,,,,22.58,25.4,23.27,,,,0.0179,0.0054,0.0019,0.0%,0.2926,2026-07-30T08:50:00,0.2902,9.7402,6.9763,28.5251,0.8576,0.2397,0.0816
43697529,Marcelo Rozo,G,Golf,GOLF,,6100,0,42.73,,42.73,7.004918032786885,0.15,0.10280460059833849,0,100,,,42.7256,26.5,32.5,62.5,74.5,88,104,42.6517,24.1,32.6,60.8,77,95.3,114.2,37.3375,20.9,28.7,53.9,69.1,84.8,102.4,,,,,,,,23.28,26.3,24.12,,,,0.0317,0.0121,0.0044,0.1%,0.2862,2026-07-30T14:11:00,0.2832,9.6682,6.9348,28.4403,0.8375,0.2443,0.0881
43697522,Danny Walker,G,Golf,GOLF,,6200,0,41.92,,41.92,6.761290322580645,0.18,0.12295685134892595,0,100,,,41.9219,26.5,32,59.62,73.5,86.5,105.5,41.7274,23.9,32.1,56.82,75.7,93.7,115.4,36.5172,20.9,28.2,50.4,67.8,84,103.3,,,,,,,,22.85,25.83,23.69,,,,0.0318,0.0134,0.0047,0.0%,0.2738,2026-07-30T07:22:00,0.2795,9.4922,6.942,28.162,0.8448,0.2234,0.0853
43703018,Daniel Azallion,G,Golf,GOLF,,6000,0,41.65,,41.65,6.941666666666666,0.06,0.036198464260814404,0,100,,,41.6504,26.5,32,60.5,73,85.5,99.5,41.3713,23.9,32.2,57,74.9,92.3,108.3,36.1734,20.9,28.3,50.02,66.8,82.4,97.2,,,,,,,,22.28,25.12,23.01,,,,0.0208,0.0061,0.0022,0.0%,0.2731,2026-07-30T08:50:00,0.2812,9.428,6.9487,28.1835,0.8568,0.2286,0.0839
43697528,Christo Lamprecht,G,Golf,GOLF,,6100,0,41.49,,41.49,6.801639344262296,0.08,0.05029875429433017,0,100,,,41.4949,26.5,32,59,72.5,86,101.5,41.1636,23.7,31.95,55.9,74.6,92.8,111.1,35.9275,20.4,28.15,49,66.7,82.3,98.8,,,,,,,,22.46,25.35,23.26,,,,0.0233,0.0092,0.0038,0.0%,0.2708,2026-07-30T08:39:00,0.2695,9.4153,6.9668,28.0989,0.8632,0.2356,0.0806
43697533,Patton Kizzire,G,Golf,GOLF,,6000,0,40.86,,40.86,6.8100000000000005,0.15,0.1016390668904816,0,100,,,40.8569,26,31.5,55.5,71,85,101,40.4694,23.5,31.7,51.85,72.9,91.6,110.4,35.2863,20.4,27.7,44.6,64.9,81.7,99.4,,,,,,,,22.08,24.87,22.88,,,,0.0233,0.0082,0.0032,0.0%,0.2586,2026-07-30T07:22:00,0.273,9.2688,6.9589,27.8118,0.8628,0.2229,0.0756
43697531,Rafael Campos,G,Golf,GOLF,,6000,0,40.14,,40.14,6.6899999999999995,0.11,0.07556021706504779,0,100,,,40.1409,26,31.5,45.62,71,84.5,101,39.5998,23.2,31,46.9,72,90,110.4,34.5431,20.2,27.5,40.52,64.7,81,99.8,,,,,,,,21.73,24.51,22.63,,,,0.024,0.0091,0.002,0.0%,0.2469,2026-07-30T13:38:00,0.2639,9.0929,6.9038,27.625,0.8623,0.2126,0.0749
43703022,Keenan Huskey,G,Golf,GOLF,,6100,0,40.1,,40.1,6.5737704918032795,0.09,0.05834230379414701,0,100,,,40.1025,26,31.5,45.5,70,84.5,99.5,39.5957,23.2,31.3,46.8,71.7,90.3,108.7,34.541,19.8,27.5,40.4,64,80.6,98.2,,,,,,,,21.58,24.35,22.48,,,,0.0197,0.0073,0.0022,0.0%,0.2469,2026-07-30T09:01:00,0.2585,9.1077,6.9607,27.5805,0.8448,0.2147,0.0757
43697536,Patrick Wilkes-Krier,G,Golf,GOLF,,6000,0,35.67,,35.67,5.945,0.04,0.03039511895021485,0,100,,,35.6713,24.5,29.5,36.5,60.5,78.02,93.5,34.4062,20.9,28.2,38.3,58.11,82.4,101.3,29.5265,17.3,24.7,33.4,50.3,73.3,90.3,,,,,,,,18.89,21.42,19.89,,,,0.0099,0.0039,0.0011,0.0%,0.1774,2026-07-30T14:22:00,0.2276,8.1328,6.9633,26.0097,0.8993,0.1714,0.051
43703024,Justin Quiban,G,Golf,GOLF,,6000,0,35.54,,35.54,5.923333333333334,0.02,0.01259884258993147,0,100,,,35.538,24.5,29.5,36.5,60.5,77.5,93,34.2516,20.9,28.3,38,57.51,81.1,99.7,29.4363,17.4,25.1,33.1,50.4,73.1,89.4,,,,,,,,18.6,21.01,19.64,,,,0.0093,0.0034,0.0009,0.0%,0.1763,2026-07-30T14:11:00,0.231,8.0795,6.9805,26.0177,0.8891,0.1687,0.0534
43697534,Brendon Todd,G,Golf,GOLF,,6000,0,34.84,,34.84,5.8066666666666675,0.02,0.012894617938740397,0,100,,,34.8387,24,29,36,58.5,76,90,33.3594,20.3,27.6,37.5,54.8,79.31,98.3,28.6025,16.7,24.4,33,48.04,71.2,88.1,,,,,,,,18.1,20.49,19.17,,,,0.0083,0.0021,0.0007,0.0%,0.1699,2026-07-30T07:00:00,0.2202,7.9361,6.9828,25.9126,0.9188,0.1511,0.0468
43697414,Brooks Koepka,G,Golf,GOLF,OUT,8000,0,0,,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,
43697445,Jason Day,G,Golf,GOLF,OUT,7200,0,0,,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,
43697474,Daniel Brown,G,Golf,GOLF,OUT,6800,0,0,,0,0,0,0,0,100,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0.0%,,,,,,,,,
